ID,Priority_Tier,Final_Score,High_Urgency_Flag,Lead_Score,Enhanced_Score,Intent_Signal,Freshness_Score,Size_Score,Proximity_Score,State,Proposal No.,Project Name,Project Proponent,Location,Sector,Category,Proposal Status,Recommended_Products,Submission_Year,Other Details,Project_Description,Officer_Name,Officer_Phone,Officer_Email,Officer_Address,Officer_Role,Officer_Distance_KM
369,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566597/2026,Environmental clearance for proposed river bed sand mining having leases area 1.5 Ha. Ganpur Rai sand ghat on Wainganga river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 1.5 Ha. Ganpur Rai sand ghat on Wainganga river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
370,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566813/2026,Environmental clearance for proposed river bed sand mining having leases area 1.00 Ha. Veltur Rith. sand ghat on Wainganga.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Ordinary Sand,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
371,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566784/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Rajgata Mal sand ghat on Kathani river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Rajgata Mal sand ghat on Kathani river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
372,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566798/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Illur sand ghat on Wainganga river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Illur sand ghat on Wainganga river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
373,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566769/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Vairagarh sand ghat on Khobragadi river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Vairagarh sand ghat on Khobragadi river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
374,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566825/2026,Environmental clearance for proposed river bed sand mining having leases area 2.80 Ha. Bhavaragad sand ghat on Kathani river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 2.80 Ha. Bhavaragad sand ghat on Kathani river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
375,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566809/2026,Environmental clearance for proposed river bed sand mining having leases area 2.0 Ha. Chintarevala Ghat-3 sand ghat on Godavari river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 2.0 Ha. Chintarevala Ghat-3 sand ghat on Godavari river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
376,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566705/2026,Environmental clearance for proposed river bed sand mining having leases area 3.75 Ha. Jairampur sand ghat on Wainganga river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 3.75 Ha. Jairampur sand ghat on Wainganga river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
377,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566761/2026,Environmental clearance for proposed river bed sand mining having leases area 4.0 Ha. Nagri sand ghat on Wainganga river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 4.0 Ha. Nagri sand ghat on Wainganga river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
378,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566806/2026,Environmental clearance for proposed river bed sand mining having leases area 2.1 Ha. Ankisa Mal-2 sand ghat on Godavari River,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 2.1 Ha. Ankisa Mal-2 sand ghat on Godavari River,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
379,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566823/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Tigalgudam nala sand ghat on Wainganga river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 1.0 Ha. Tigalgudam nala sand ghat on Wainganga river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
380,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566636/2026,Environmental clearance for proposed river bed sand mining having leases area 2.0 Ha. Khargi sand ghat on Bandia river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 2.0 Ha. Khargi sand ghat on Bandia river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
381,Tier 2 - High Priority,56.2,False,80,46.0,0.3,0.5333333333333333,0.4,1.0,Maharashtra,SIA/MH/MIN/566750/2026,Environmental clearance for proposed river bed sand mining having leases area 1.53 Ha. Saygaon sand ghat on Wainganga river.,"DISTRICT MINING OFFICER, GADCHIROLI",MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 25/01/2026,Environmental clearance for proposed river bed sand mining having leases area 1.53 Ha. Saygaon sand ghat on Wainganga river.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
382,Tier 2 - High Priority,56.1,False,82,45.0,0.3,0.5,0.4,1.0,Haryana,SIA/HR/INFRA2/566502/2026,"Cosmos Express 99 (Group Housing Complex)”, located at Sector-99, Village-Dhankot, District-Gurgaon, Haryana by M/s Shivnandan Buildtech Private Limited",SHIVNANDAN BUILDTECH PRIVATE LIMITED,HARYANA,INFRA-2,B2,Under Verification,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 24/01/2026,"M/s Shivnandan Buildtech Pvt. Ltd., a well-known real estate developer linked with the Cosmos Group, plans to develop a Group Housing Complex named “Express 99” (also known as Cosmos Express 99). This project is strategically situated at Village Dhankot, Sector-99, Gurgaon, Haryana, taking advantage of the connectivity offered by the Dwarka Expressway.",Retail Regional Manager - Panipat,0180-2681328,panipat.retrm@hpcl.in,"E-22, Court Road, Industrial Area, Panipat - 132101",Retail Regional Manager,0.0
383,Tier 2 - High Priority,56.1,False,75,48.0,0.3,0.6,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/442307/2026,Nariyabizirg Stone Quarry,DWARKA GUPTA,MADHYA PRADESH,Non-Coal,B2,EDS raised,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 27/01/2026,"Nariyabizirg Stone Quarry Located at Khasra No: 318 near, Village- Nariyabuzurg, Tehsil- Shamgarh, District- Mandsour, State-Madhya PRADESH.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
384,Tier 2 - High Priority,55.9,False,72,49.0,0.3,0.3666666666666667,0.8,1.0,Madhya Pradesh,SIA/MP/INFRA2/558827/2026,"Proposed 4 GW Solar Module Plant at Khasra No-1508/2/2, 1508/3,1508/4/2,1508/1 Village - Barandwa, Industrial Park Phase-II, Maksi, Dist- Ujjain - 465106 by M/s Jakson Engineers Limited",JAKSON ENGINEERS LIMITED,MADHYA PRADESH,INFRA-2,B2,EDS raised,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 20/01/2026,"4 GW solar module plant at Maksi, Ujjain is adjacent to solar plant of Jakson Group will employ world class technology and automation for production of quality finished Solar PV Modules. This project will be in line with government's push and India's commitment at International forums for adoption of renewable energy.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
385,Tier 2 - High Priority,55.9,False,72,49.0,0.3,0.5,0.6,1.0,Maharashtra,SIA/MH/INFRA2/566648/2026,"Proposed Development under Regulation 33(5) of MCGM DCPR 2034 of Gorai Bhag 3, MHADA Labharthi Kalyankari CHSL, (Old allotted Cluster No. 284 to 296) at RSC-1, 4 & 5, C.T.S. No. 13(pt.) & 14(pt.) MHADA Layout Gorai - III, Ward R/C Borivali (West), Mumbai by M/s. Avni Infrastructure C.A. to Owner.",AVNI INFRASTRUCTURE,MAHARASHTRA,INFRA-2,B1,Standard ToR Granted,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 24/01/2026,The proposed project is a Residential cum commercial development.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
386,Tier 2 - High Priority,55.8,False,95,39.0,0.3,0.1666666666666666,0.6,1.0,Uttar Pradesh,SIA/UP/MIN/565530/2026,Charkakhadar Sand/Morrum Mining Project at Riverbed of River Yamuna (Khand No.- 04),SANJEEV SAXENA,UTTAR PRADESH,Non-Coal,B1,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 14/01/2026,"It has been proposed to collect approximately 1,65,000 cum or 2,97,000 tonne for a period of 6 month of Sand/Morrum. No mining activity will be undertaken during the monsoon season. So the river bed material will be replenished during the monsoon season every year.",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
387,Tier 2 - High Priority,55.7,False,55,56.0,0.3,0.8666666666666667,0.4,1.0,West Bengal,IA/WB/IND1/567804/2026,"Application of “No Increase in Pollution Load” Certificate for Change in Production Capacity of TMT Bars from 1,50,000 TPA to 2,50,000 TPA by Modification through Technological Upgradation and Operational Improvement of Rolling Mill and Allied Machineries by M/s. Amit Metaliks Ltd. at Dr. Hahneman Sarani, Raturia-Angadpur Industrial Area, Durgapur, Dist- Paschim Bardhaman, Pin-713215, West Bengal",AMIT METALIKS LIMITED,WEST BENGAL,Date,B1,INTIMATED,"Diesel, Lubricants",2026,Category: B1 Sector: Date of Submission: 04/02/2026,"It is an application of “No Increase in Pollution Load” Certificate for Change in Production Capacity of TMT Bars from 1,50,000 TPA to 2,50,000 TPA by Modification through Technological Upgradation and Operational Improvement of Rolling Mill and Allied Machineries.",Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
388,Tier 2 - High Priority,55.7,False,90,41.0,0.3,0.4,0.4,0.9,Madhya Pradesh,SIA/MP/MIN/565801/2026,Bardiya Murrum Quarry,SUNIL YADAV,MADHYA PRADESH,Non-Coal,B1,Proposal Accepted and Referred to SEAC,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 21/01/2026,"The project is for mining of Murrum for Murrum Quarry in Khasra No. 666, situated in village Bardiya, Tehsil Badnagar, District Ujjain(M.P.) over an area of 2.00 Ha. of Shri. Sunil Yadav, S/o Shri Sureshchandra Yadav.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
389,Tier 2 - High Priority,55.7,False,55,56.0,0.3,0.7333333333333334,0.6,1.0,Maharashtra,IA/MH/IND3/567473/2026,"CIPM at M/s. Galaxy Laboratories Pvt. Ltd.,",GALAXY LABORATORIES PRIVATE LIMITED,MAHARASHTRA,Date,B1,INTIMATED,"Diesel, Lubricants",2026,Category: B1 Sector: Date of Submission: 31/01/2026,"Manufacturing of Synthetic Organic Chemicals at Plot no. B-9 & B-10, MIDC, Aurangabad Industrial Area, Beed, Bypass Road - 431005",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
390,Tier 2 - High Priority,55.7,False,90,41.0,0.3,0.2333333333333332,0.6,1.0,Haryana,SIA/HR/INFRA2/565201/2026,"Environmental Clearance of Ashoka University North Campus, an institutional educational project at Plots 1A, 1B, 6 & 6A, Rajiv Gandhi Education City, Village Rai, Sonipat, Haryana",international foundation for research and education,HARYANA,INFRA-2,B1,Under Examination,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 16/01/2026,"This proposal is for Environmental Clearance of Ashoka University North Campus, an institutional educational project at Plots 1A, 1B, 6 & 6A, Rajiv Gandhi Education City, Village Rai, Sonipat, Haryana (28°56'58.52""N,77°5'54.37""E). The project encompasses 65.88 acres (266606.9 sq.m) of plot area with a built-up area of 512,110 sq.m and an estimated cost of INR 2,206.34 Crores, located near Grand Trunk Road (AH-1). It’s also connected to Hindon Airport which is 35 km away from project site.",Retail Regional Manager - Panipat,0180-2681328,panipat.retrm@hpcl.in,"E-22, Court Road, Industrial Area, Panipat - 132101",Retail Regional Manager,0.0
391,Tier 2 - High Priority,55.6,False,85,43.0,0.3,0.4333333333333333,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/558960/2026,"CHANDRABHAN GUPTA STONE QUARRY, 4.0 HA",CHANDRA GUPTA,MADHYA PRADESH,Non-Coal,B1,EDS raised,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 22/01/2026,"STONE QUARRY, 4.0 HA , KHASRA NO. 678/1, JIJORA, NIWARI, OF CHANDRABHAN GUPTA OPERATING MINE, WITH VALID CONSENT AND EC FROM DEIAA. WE ARE APPLYING OF RE APPRAISAL OF EC WITH SAME CAPACITY, WE HAVE PREPARED EIA/EMP REPORTS.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
392,Tier 2 - High Priority,55.6,False,85,43.0,0.3,0.4333333333333333,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/566282/2026,"Expansion of Manganese mines from production capacity of 1,20,000 to 2,16,000 TPA in an area of 73.567 ha at Lugma & Ukwa village, Paraswara tehsil, Balaghat district, Madhya Pradesh",MOIL LIMITED,MADHYA PRADESH,Non-Coal,B1,EDS raised,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 22/01/2026,"The project area is spread over 73.567ha. The existing rated capacity of the mine is 1,20,000 TPA of manganese ore. The present proposal envisages of ore production 2,16,000 TPA without increase in project area.The entire mine area falls under the revenue land, government and Forest land.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
393,Tier 2 - High Priority,55.6,False,85,43.0,0.3,0.4333333333333333,0.4,1.0,Madhya Pradesh,SIA/MP/MIN/566446/2026,"Sonthwa Stone (Boulder, Gitti & M-sand) Quarry",SHRI KSHETRAPAL STONE CRUSHER,MADHYA PRADESH,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 22/01/2026,"Sonthwa Stone (Boulder, Gitti & M-sand) Quarry of 3.00 Hectare Area, Khasra No. 13 in Village – Sonthwa, Tehsil – Sheopur, District- Sheopur (M.P.) (Maximum Production – 30,000 Cubic Meter/Year) (Gitti- 15,000 m3, M-Sand -10,000 m3 , Boulder- 5,000 m3)",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
394,Tier 2 - High Priority,55.6,False,85,43.0,0.3,0.3,0.6,1.0,Madhya Pradesh,SIA/MP/MIN/565758/2026,"Proposed Expansion of Balaghat Manganese Ore Mining and Beneficiation plant (ML Area – 182.300 Ha.) from 0.5 Million TPA to 1.2983 Million TPA located at Village(s) Bharveli, Hirapur, Manegoan, Manjhara, Awalajhari and Tawejhari , Tehsil & District- Balaghat, State - Madhya Pradesh by M/s Manganese Ore (India) Ltd.",MOIL LIMITED,MADHYA PRADESH,Non-Coal,B1,EDS raised,"Diesel, Lubricants, Transportation Fuel",2026,Category: B1 Sector: Non-Coal Mining Date of Submission: 18/01/2026,"The project area is spread over 182.300 ha. The Existing rated capacity of the mine is 0.5 Million TPA of manganese ore. The present proposal envisages of ore production 1.2983 Million TPA without increase in project area. The geographical extends of mining lease area are: Latitude- 21°51'29.37"" N to 21°49'53.13"" N , Longitude 80°12'59.63"" E to 80°14'27.07"" E and is covered by Survey of India Toposheet No. 64 C / 1",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
